22.0282342153	14.8431218848
22.0286361333	14.8309333129
22.0290552393	14.81873976
22.0294910032	14.8065422125
22.0299440734	14.794340517
22.0304151165	14.7821345158
22.0309048172	14.7699240473
22.0314138789	14.7577089458
22.0319430236	14.7454890413
22.0324929923	14.7332641597
22.0330645445	14.7210341231
22.0336748189	14.708794804
22.03429448	14.6965532825
22.0349399894	14.6843055955
22.0356094694	14.672052203
22.0363051429	14.6597925767
22.0370279554	14.6475264967
22.0377788808	14.6352537371
22.0385589215	14.6229740656
22.0393691102	14.6106872434
22.0402105105	14.5983930247
22.0410842182	14.5860911568
22.0419913628	14.5737813793
22.0429331084	14.5614634241
22.0439106552	14.5491370151
22.0449252414	14.5368018677
22.0459781444	14.5244576879
22.0470706831	14.5121041728
22.048195672	14.4997486993
22.0493701125	14.4873768828
22.0505881743	14.4749949609
22.0518513283	14.4626026135
22.0531610937	14.4501995105
22.0545183173	14.437785958
22.0559259395	14.4253604253
22.0573850239	14.412923099
22.0588973044	14.4004736053
22.0605004436	14.3880028976
22.0621290314	14.3755282104
22.0638164703	14.3630391619
22.0655750605	14.3505339116
22.0673893145	14.3380162937
22.0692695829	14.3254838877
22.071218238	14.312936213
22.0732377586	14.3003727716
22.0753308006	14.287793177
22.07750004	14.2751968466
22.0797482497	14.2625830336
22.0820784648	14.2499512948
22.0844956913	14.2373108169
22.0870002987	14.2246452857
22.0895967273	14.2119604496
22.0922888388	14.1992563627
22.0950804956	14.1865326613
22.0979757532	14.173788985
22.1009790388	14.1610252395
22.1040945646	14.1482407409
22.107327182	14.1354354407
22.1106818562	14.1226091578
22.1141637998	14.1097617629
22.1177784781	14.096893178
22.1215316128	14.0840033712
22.1254291824	14.0710923489
22.1294774204	14.0581601415
22.1336828108	14.0452067858
22.1380520799	14.032232299
22.142592185	14.0192366479
22.1473102999	14.006219711
22.1522137969	13.993181234
22.1573102265	13.9801207796
22.1626072938	13.9670376724
22.1681128327	13.9539309403
22.1738347792	13.9407992546
22.1797812168	13.9276414034
22.1859600875	13.9144543943
22.1923795106	13.901235875
22.1990475328	13.8879825138
22.205964838	13.8746988602
22.2131528641	13.8613662897
22.2206130834	13.8479864669
22.2283603114	13.8345520172
22.2364147172	13.8210536709
22.2447427959	13.8074966124
22.2533914598	13.7938635521
22.262313205	13.7801622158
22.271562806	13.7663730969
22.2811145837	13.752498107
22.2910194475	13.7385256626
22.3012603059	13.7244417884
22.3118399118	13.7102473176
22.3227372067	13.6959428626
22.3339792549	13.6815106821
22.345537334	13.6669685992
22.3574400602	13.6522954947
22.3696692895	13.6374920349
22.3822166835	13.6225549798
22.3950708824	13.6074821974
22.4082166596	13.5922717886
22.421634294	13.5769249837
22.4352969539	13.5614402925
22.4491849916	13.5458129238
22.4632098701	13.530077128
22.477410098	13.5142160643
22.4917055846	13.4982536164
22.5060455357	13.4822072355
22.5203721352	13.4660999274
22.5346324821	13.4499477164
22.5487433787	13.4338042994
22.5626653375	13.4176697889
22.5763263911	13.4015818912
22.5896439429	13.3855719437
22.6025980657	13.3696537563
22.615119316	13.3538518936
22.6271599233	13.3381815234
22.6386649262	13.3226699702
22.6495892105	13.3073244673
22.6598825969	13.2921621091
22.6695196027	13.2771915337
22.6783920605	13.2624389403
22.6865113683	13.2479047671
22.6938758983	13.2335861832
22.7005240255	13.2194726635
22.7064991321	13.2055569663
22.7117884324	13.1918408897
22.7163124417	13.1783480488
22.7198784487	13.1651308301
22.7222799749	13.152240881
22.7233974807	13.1397069984
22.7232320671	13.1275251375
22.7218864447	13.1156652689
22.719530089	13.1040763126
22.7163709086	13.0927024251
22.7126098353	13.0814892672
22.7083933017	13.0703941773
22.7037931178	13.0594041748
22.698792051	13.0485179627
22.6933893294	13.0377347522
22.6875630464	13.0270582928
22.6813219453	13.0164862287
22.67469032	13.0060093542
22.6677059198	12.9956217061
22.660403156	12.9853114369
22.6527815606	12.975078103
22.6449378766	12.9648979858
22.6368745352	12.9547701935
22.6286213233	12.9446902168
22.6201962771	12.9346467386
22.6116236797	12.924638075
22.602921768	12.9146598369
22.5941064648	12.9047078464
22.5851865223	12.8947742805
22.5761902017	12.8848665401
22.5671138008	12.8749747465
22.5579736857	12.8650972002
22.5487798523	12.8552310863
22.5395559285	12.8453717471
22.5302816755	12.8355229307
22.5209837095	12.8256796851
22.5116713098	12.8158391391
22.5023582422	12.8059928023
22.4930520314	12.7961558837
22.4837526881	12.7863086125
22.4744789244	12.7764564391
22.4652390661	12.766595299
22.4560460433	12.7567226592
22.4469058175	12.7468371153
22.4378292775	12.7369360673
22.4288255231	12.7270171631
22.4199035412	12.7170786279
22.411071584	12.7071182768
22.4023374918	12.6971342244
22.393708542	12.687124718
22.3851914984	12.6770883111
22.376799609	12.6670213878
22.3685216863	12.6569268909
22.3603725965	12.6468022667
22.3523555439	12.6366445956
22.3444768715	12.6264534415
22.3367619344	12.6162227267
22.3291571572	12.6059653546
22.3216949664	12.595673432
22.3143765982	12.5853466671
22.3072028212	12.5749849307
22.300173944	12.5645882137
22.2932910541	12.5541551857
22.2865511648	12.5436885751
22.2799548286	12.5331873869
22.2735010892	12.5226520905
22.2671883268	12.5120821404
22.2610152113	12.5014784533
22.2549800473	12.4908414441
22.2490809877	12.480171564
22.2433160591	12.4694692943
22.2376831846	12.4587351413
22.2321802042	12.4479696306
22.2268192215	12.4371698484
22.2215665461	12.4263442397
22.2164373999	12.4154884374
22.2114294537	12.4046034022
22.2065402915	12.3936897176
