12.7637436588	16.0854865189
12.761434354	16.0459748996
12.7587276399	16.0064962645
12.7556523776	15.967047634
12.7522390385	15.9276428698
12.7485236526	15.8882945953
12.7445411524	15.8490089661
12.7403284945	15.8097994714
12.7359269754	15.770675036
12.7312738481	15.7315801321
12.7266211137	15.6926513239
12.7219104415	15.6538321363
12.7171972353	15.6151271747
12.7125335459	15.5765345677
12.7079813542	15.5380517399
12.7035275187	15.4996137175
12.6994239192	15.4612936024
12.6956105353	15.4230169163
12.6922801744	15.3847741209
12.6894678592	15.3465250067
12.6872836414	15.3082147457
12.6858663194	15.2697285962
12.6852567022	15.2311183253
12.6856185269	15.1922558931
12.6870809304	15.1530911422
12.6898227161	15.1135281759
12.6940576179	15.0734861079
12.7000359209	15.0328514101
12.7080509534	14.9915193674
12.7184725357	14.9493437133
12.7314958759	14.9063492599
12.7474417759	14.8624588925
12.7664612365	14.8177025584
12.7886367578	14.7721301221
12.8139478276	14.7259428526
12.8423541844	14.6793026972
12.8737505569	14.632433041
12.9079772296	14.5856001709
12.9449710125	14.5390141901
12.9842586918	14.493242874
13.0256744242	14.4485382397
13.068922416	14.4052276324
13.113723196	14.3636269181
13.1597850541	14.323982027
13.2068319814	14.286427723
13.2545492593	14.2509429461
13.3026432238	14.2174771456
13.351174929	14.1863145616
13.4007985656	14.158145038
13.4526853961	14.1339079462
13.5058451134	14.1125194721
13.5594598582	14.0930938729
13.6136859296	14.0757010029
13.6687969611	14.0605458724
13.7247429669	14.0474047618
13.7811642968	14.036012139
13.8380706126	14.0263883725
13.8955243498	14.0186187054
13.9533983084	14.0124172135
14.011455501	14.0072577977
14.0694872919	14.0026793429
14.1273894535	13.9984107101
14.185124545	13.9943100307
14.2426227132	13.9902516922
14.2998160516	13.9861265357
14.3566721325	13.9818391362
14.4131242118	13.9773185993
14.4690932505	13.9724752706
14.5246706795	13.9672946085
14.5796784352	13.9616400783
14.6341495949	13.9554703908
14.6879981352	13.9486949654
14.7412311462	13.9412542964
14.7938009773	13.9331013354
14.8456648522	13.9242010149
14.8968657678	13.9144900527
14.9473566353	13.9039792703
14.9971138218	13.8926445409
15.0460797671	13.8804884921
15.094255266	13.867540416
15.1415623416	13.8538033157
15.1879838537	13.8393369168
15.2334596882	13.8241775533
15.2778991498	13.8083641545
15.321220933	13.7919222274
15.3633275051	13.7748560324
15.4041330243	13.7571495734
15.4435504974	13.7387232341
15.4814651283	13.7194612763
15.5178899589	13.6991823906
15.5528232804	13.6776565947
15.5863194004	13.6546097064
15.618537212	13.6297667296
15.6497218106	13.602895191
15.6801875496	13.5738431316
15.7104347045	13.5426967632
15.7408821226	13.5096199954
15.7721082995	13.4747207077
15.8043383889	13.4380481215
15.839363015	13.4005094606
15.8796314853	13.364211286
15.9243408407	13.3280635859
15.9735762594	13.2915597833
16.0364110808	13.2596250704
16.1148189563	13.2316626006
16.2137883876	13.2069466419
16.3498164836	13.199288393
16.4840454182	13.1922409474
16.6070428695	13.185111167
16.7118063707	13.182912802
16.7961100405	13.1870225904
16.8619888107	13.1971354528
16.9184008303	13.2091837525
16.9689435602	13.2227052824
17.0159493089	13.2365702264
17.0611014021	13.249843995
17.1054816335	13.261683237
17.1500660775	13.2715841321
17.1953102598	13.2789815209
17.2415451319	13.2835782891
17.2887863844	13.2851802787
17.3368641979	13.2837806047
17.3854361132	13.2794976808
17.4341986231	13.2726816604
17.4827049556	13.2635986443
17.530517643	13.2526022956
17.5773502133	13.2400109248
17.623009978	13.2261099254
17.6673470757	13.2110425724
17.7103716749	13.1949077136
17.7521627156	13.1776998593
17.792821164	13.1593200693
17.8326422225	13.1396036756
17.8717447454	13.1183256118
17.9104832102	13.0953330162
